"Predict"	"Real"
"33629-47-9"	0.0217264462492421	1
"87820-88-0"	0.0366590205912309	0
"124-09-4"	0.0169688532324592	0
"77-92-9"	6.3965429278218e-05	0
"532-32-1"	0.00623314107985956	0
"122-20-3"	0.0152642736415145	0
"104-90-5"	0.00284335230901877	0
"81131-70-6"	0.00289322266634233	0
"112-53-8"	0.00690876758286756	0
"57-74-9"	0.000869995802505476	0
"108-80-5"	0.988709386296716	0
"108-67-8"	0.00213172405528722	0
"112-42-5"	0.00598028867934017	0
"13254-34-7"	0.000735590941102958	0
"929-59-9"	0.00595288918531769	0
"108-31-6"	0.0157673874422111	0
"86479-06-3"	0.00323781636838805	0
"111-77-3"	0.00220471232121011	0
"21564-17-0"	0.0169842746492959	0
"57-30-7"	0.0361608165655757	0
"131-18-0"	0.0268655038730234	0
"615-20-3"	0.00151093102904681	0
"50471-44-8"	0.0557227757149132	0
"112529-15-4"	0.0681033533498236	0
"27253-33-4"	0.00479594098022346	0
"77-83-8"	0.0125699811281227	0
"69-09-0"	0.452847292443316	0
"NOCAS_47383"	0.00317195093439409	0
"96-23-1"	0.00247875767202109	0
"544-63-8"	0.00382696004256923	0
"112-35-6"	0.00171771044557989	0
"2550-40-5"	0.00472433560933593	0
"128-95-0"	0.385908049577874	1
"123-02-4"	0.00384174192782659	0
"136-77-6"	0.261569877412426	0
"147150-35-4"	0.197562341213424	0
"69806-50-4"	0.17752844493949	0
"5949-05-3"	0.00873144110472742	0
"1987-50-4"	0.0732503715269984	0
"314-40-9"	0.00654839504630059	0
"144-74-1"	0.794292516443175	0
"2687-96-9"	0.0228230030682637	0
"103361-09-7"	0.0514427187733105	1
"22915-73-7"	0.0137759414653438	0
"716-79-0"	0.0771134679861677	0
"107-88-0"	0.0127602514261779	0
"243973-20-8"	0.604367839327755	0
"4940-11-8"	0.00127129654090601	0
"106-43-4"	0.0166717024693657	0
"36653-82-4"	0.00542107237151608	0
"763-29-1"	0.0021820525957167	0
"6485-40-1"	0.034709196081122	0
"960-71-4"	0.000266328521999865	0
"115-86-6"	0.0750170973392675	0
"142459-58-3"	0.026369696332399	0
"106-32-1"	0.00589858298763747	0
"3547-33-9"	0.0150763277434464	0
"298198-52-4"	0.267606575076923	0
"541-73-1"	0.00373488326660133	0
"109-04-6"	0.00581351494352055	0
"81-30-1"	0.00171598310350575	0
"121-69-7"	0.0107901712297221	0
"2610-11-9"	0.461139743923315	0
"NOCAS_47346"	0.010371743167159	0
"19660-16-3"	0.180999332137636	0
"111-96-6"	0.00220656274256819	0
"50-22-6"	0.0268419675322692	0
"1191914-21-2"	0.000179071506649422	0
"100-54-9"	0.00511612242561247	0
"98886-44-3"	0.0354706311230252	0
"101-54-2"	0.840302760925404	1
"14765-30-1"	0.00342883283221818	0
"134-20-3"	0.212793012253714	0
"NOCAS_47292"	0.00211947213726473	0
"15214-89-8"	0.0124189786550207	0
"26225-79-6"	0.189080730002878	0
"111-11-5"	0.00394485278278553	0
"15307-79-6"	0.00515283900224261	0
"56375-79-2"	0.000854477843078519	0
"141-04-8"	0.00947346956439861	0
"20120-33-6"	0.0328738700420037	0
"528-29-0"	0.160301825473697	0
"3653-48-3"	0.00534262607897736	0
"111-27-3"	0.0071896600311707	0
"106-65-0"	0.00525024317892909	0
"35691-65-7"	0.0161524670432594	0
"142-18-7"	0.0055601049494088	0
"230954-09-3"	0.000951908165268888	0
"21662-09-9"	0.00263846525841102	0
"134605-64-4"	0.0277872850492039	0
"58-14-0"	0.989310116457381	0
"79-24-3"	0.00118293393342973	0
"15310-01-7"	0.00375228396967266	0
"2122-70-5"	0.0980060606666745	0
"3026-63-9"	0.00104370431088635	0
"50-78-2"	0.00307060627918609	0
"86-30-6"	0.000885963045688774	0
"79-06-1"	0.0157524266442102	0
"301-00-8"	0.0129221786209388	0
"123-33-1"	0.00353373708636063	0
"644-97-3"	0.00129800879077275	0
"30560-19-1"	0.058323201118918	0
"599-79-1"	0.231623487033631	0
"128-39-2"	0.00463789508587465	0
"1934-21-0"	0.00205983794003749	0
"80844-07-1"	0.0628702406902053	0
"860-22-0"	0.0103992666942322	0
"756-79-6"	0.00442980233996523	0
"16529-56-9"	0.00287582429617113	0
"16672-87-0"	0.0528611715758455	0
"1885-38-7"	0.0165859522971977	0
"300-76-5"	0.00820695382523702	0
"56-53-1"	0.444589508118946	0
"72490-01-8"	0.410379404055229	0
"178928-70-6"	0.0693808832631584	1
"2605-79-0"	0.00202242364795943	0
"120-46-7"	0.00366237716000396	0
"181640-09-5"	0.00165499040270372	0
"97322-87-7"	0.136429847083654	0
"2694-54-4"	0.0345597423365061	0
"124-94-7"	0.00620799967544412	1
"17804-35-2"	0.0964863187956065	0
"109-46-6"	0.0649196039636915	0
"51630-58-1"	0.113146150880363	0
"25956-17-6"	0.0219713457269059	0
"103-28-6"	0.00395225709606381	0
"180084-01-9"	0.434917163912507	0
"79-16-3"	0.00274967528922112	0
"623-36-9"	0.0184294344353897	0
"1031-07-8"	0.00548257037808116	0
"50-29-3"	0.00287713563221064	0
"23103-98-2"	0.0305549506376869	0
"111-21-7"	0.00240651973411065	0
"53-43-0"	0.0158099108192478	0
"140939-15-7"	0.00991436746726598	0
"614-45-9"	0.0130311866564662	0
"2043-57-4"	0.0124089399916238	0
"24157-81-1"	0.0111334227145281	0
"99-71-8"	0.055505468380963	1
"54464-57-2"	0.0130705190133226	0
"6358-09-4"	0.867393820237446	0
"6610-29-3"	0.00745142194794846	0
"67485-29-4"	0.00108487388886444	0
"16409-43-1"	0.00195098890816323	0
"103-23-1"	0.00564642184672462	0
"15625-89-5"	0.0495987631611941	0
"4130-42-1"	0.00442870115463369	0
"927-62-8"	0.00209925129644755	0
"6359-82-6"	0.0806693971986433	0
"23593-75-1"	0.653409502008284	0
"72-33-3"	0.145419807158836	0
"114-26-1"	0.059805052062968	0
"2996-92-1"	0.000124622311985387	0
"162706-14-1"	0.172220956537537	1
"110-65-6"	0.485722778596107	0
"700-13-0"	0.657301574804896	0
"109293-97-2"	0.00940270597838205	0
"2402-78-0"	0.000815893500342966	0
"1062243-51-9"	0.0338158464753842	0
"54593-83-8"	0.724623654674982	0
"120-32-1"	0.251612109251604	1
"58-18-4"	0.0112466545225427	1
"58-56-0"	0.00914782209047678	0
"58-89-9"	0.00255150628006625	0
"100-02-7"	0.104603472197864	1
"103-41-3"	0.0183301014342889	0
"118134-30-8"	0.0379274443092023	0
"33228-44-3"	0.119620544637975	1
"2243-62-1"	0.987701961239177	1
"62-23-7"	0.00417951953904825	0
"919-30-2"	0.0052453103818927	0
"68-12-2"	0.00244377640215529	0
"104-51-8"	0.00175511688012712	0
"78-97-7"	0.0125851854587951	0
"90-30-2"	0.235462576360802	0
"219790-72-4"	0.847987278579024	0
"109-97-7"	0.00356944137896297	0
"53112-28-0"	0.192654026067548	0
"187022-11-3"	0.0074484942143677	0
"3926-62-3"	0.0026194668291015	0
"263553-33-9"	0.288265944272292	0
"3648-21-3"	0.0203635410444105	0
"5103-74-2"	0.000933702556841463	0
"123-11-5"	0.0308991343679604	0
"678-39-7"	0.0256520025359024	0
"3383-96-8"	0.999987394890053	0
"3647-69-6"	0.0202532902953159	0
"2795-39-3"	0.00184896874053201	0
"76703-62-3"	0.144973997543348	0
"26172-55-4"	0.000140628896435517	1
"111-69-3"	0.0038110114337839	0
"2627-95-4"	0.000158309535172282	0
"120-18-3"	0.0235564765500145	0
"1194-65-6"	0.0218884022846967	0
"126-30-7"	0.00681050487638165	0
"5138-18-1"	0.000484884000681552	0
"23128-74-7"	4.66261576343444e-05	1
"609-23-4"	0.0121677978324535	0
"552-30-7"	0.00414998987318716	0
"52-51-7"	0.00493558669860505	0
"2444-46-4"	0.0159852928082061	0
"142-08-5"	0.000671644952237942	0
"122-42-9"	0.0179553023259817	0
"512-42-5"	9.72330621466907e-05	0
"2409-55-4"	0.00803807283875049	0
"95-63-6"	0.00140100056454424	0
"55285-14-8"	0.0210740861111632	0
"117-80-6"	0.000796453040371431	0
"754-91-6"	0.00390840587433186	0
"159138-81-5"	0.025195007684827	0
"3855-32-1"	0.00150147034203512	0
"139-02-6"	0.00855509463767439	0
"99-62-7"	0.00240879773446245	0
"439687-69-1"	0.574869705904595	1
"24683-00-9"	0.0108731839241748	0
"95-14-7"	0.00858753179081264	0
"31218-83-4"	0.959120711752292	1
"1646-87-3"	0.099895349342855	0
"80-15-9"	0.00265407171977403	0
"5131-66-8"	0.00570097692727752	0
"121-79-9"	0.764484063840835	0
"630-56-8"	0.25667293344259	0
"96-45-7"	0.200101768098927	0
"80-48-8"	0.0603606639473041	0
"57-91-0"	0.0191801862625575	0
"31482-56-1"	0.744252756972833	0
"97-52-9"	0.264564131402499	1
"79-57-2"	0.00838444711537001	0
"116-25-6"	0.186144706648659	0
"34014-18-1"	0.00652620907492258	0
"123-96-6"	0.00568404238644041	0
"131-70-4"	0.00572786327760439	0
"103-56-0"	0.0383530577572817	0
"104-40-5"	0.0122937627499125	0
"89-04-3"	0.000192953188173479	0
"82-44-0"	0.00288679783649056	0
"556-67-2"	0.000759774385666811	0
"588941-45-1"	0.160496269134545	0
"587-65-5"	0.0409570052926827	0
"500-38-9"	0.585662964990918	1
"111-20-6"	0.00147084812758508	0
"57-09-0"	0.00124755564445101	0
"94-47-3"	0.0118789217660172	0
"94-18-8"	0.0827660316343322	1
"105-21-5"	0.00711826470808964	0
"3147-75-9"	0.135764895768418	0
"25311-71-1"	0.962297420859067	1
"120-36-5"	0.00148711875151613	0
"104-87-0"	0.0021139439924128	0
"101-21-3"	0.209599503058053	0
"335-76-2"	0.000937960154424289	0
"83-88-5"	0.822039921927207	0
"17420-30-3"	0.17101099883283	0
"94-82-6"	0.0371420801598654	0
"61949-77-7"	0.0322882307756029	0
"70-30-4"	0.014439386473052	0
"349495-42-7"	0.53973986984515	1
"110-75-8"	0.0415060687571307	0
"142-16-5"	0.0118065718125533	0
"65-85-0"	0.00720720152937274	0
"129299-90-7"	0.236051657041367	0
"110-01-0"	0.000467769992264529	0
"1570-64-5"	0.997564008564808	1
"10265-92-6"	0.00340737990120504	0
"5349-51-9"	0.010496776199659	0
"78-77-3"	0.031950781406306	0
"25057-89-0"	0.0526710504739398	0
"208-96-8"	0.0087210639476073	0
"767-00-0"	0.058413432650409	0
"3164-85-0"	0.00326157894938749	0
"2439-01-2"	0.0150673734735235	0
"99-07-0"	0.231619755464184	0
"NOCAS_47255"	0.00920588036225135	0
"2008-41-5"	0.00594524056331262	0
"2385-85-5"	1.61631751652584e-05	0
"89-75-8"	0.00201060512056129	0
"478263-98-8"	0.813183562667443	0
"43121-43-3"	0.236386652118631	0
"5137-55-3"	0.017209965683187	0
"1698-60-8"	0.0551773548208029	0
"221246-12-4"	0.185927020965773	0
"6358-53-8"	0.509770335319	1
"78491-02-8"	0.000494414403658989	0
"74115-24-5"	0.0257163479608141	0
"95-57-8"	0.0138938124875092	0
"1609-47-8"	0.000292827124552145	0
"60-35-5"	0.00762433898481476	0
"111-42-2"	0.00591867341554171	0
"104-72-3"	0.00102495608263035	0
"194098-25-4"	0.0136546668899197	0
"105-99-7"	0.00593645746968011	0
"51235-04-2"	0.0322557278456974	0
"118-55-8"	0.126660009635535	0
"1762-95-4"	2.69668626821081e-07	0
"3068-00-6"	0.135230424136756	0
"832-69-9"	0.00480024580916338	0
"643-79-8"	0.0335729307545665	0
"298-07-7"	0.0127054500947417	0
"599-64-4"	0.0351023228209626	0
"42874-03-3"	0.280398500307602	0
"115-28-6"	0.00722201682747298	0
"93-65-2"	0.00274799675087457	0
"249296-43-3"	0.0567111569045358	0
"104-43-8"	0.022781075334471	0
"2687-25-4"	0.731172531749837	1
"93-16-3"	0.0429684967664084	0
"NOCAS_47305"	0.52852032852258	0
"821-55-6"	0.00428641002827597	0
"144550-36-7"	0.0222607689769257	0
"676116-04-4"	0.0601143876985324	1
"99-51-4"	0.0324775884683305	0
"83-41-0"	0.0255229791769493	0
"199171-88-5"	0.0125746103028411	1
"90-94-8"	0.794719791206751	0
"78-07-9"	0.00288989982376511	0
"147526-32-7"	0.252269286005052	0
"17557-23-2"	0.00197278906873262	0
"111-82-0"	0.00402545542467199	0
"156-10-5"	0.0852583896504387	0
"10022-28-3"	0.000878713930946212	0
"91-64-5"	0.00267523872781357	0
"950-37-8"	0.944634995448746	1
"6440-58-0"	0.00667928785393163	0
"10222-01-2"	0.000977232799078505	1
"106-23-0"	0.00961978542847153	0
"110-93-0"	0.0125228343392503	0
"79622-59-6"	0.00498720139972164	0
"58-85-5"	0.00682015925554757	0
"90-04-0"	0.132604061407301	0
"110-27-0"	0.00272176168490731	0
"646-06-0"	0.00145851811047494	0
"141-91-3"	0.000921316557292113	0
"261947-38-0"	0.0356715539304554	0
"90982-32-4"	0.0343513092317718	0
"621-64-7"	0.000780586474376598	0
"119446-68-3"	0.703788118478828	0
"1569-60-4"	0.00819498421930073	0
"75-07-0"	0.0190773018686322	0
"103-34-4"	0.00310578309282104	0
"84087-01-4"	0.00243737252526877	0
"78-69-3"	0.00100827824940115	0
"81-81-2"	0.156805174321501	0
"60-33-3"	0.0126531050369201	0
"101-67-7"	0.111253943613365	0
"4376-18-5"	0.00304366179247245	0
"103-26-4"	0.0131731182601313	0
"110-25-8"	0.00517961890917924	0
"107534-96-3"	0.122439709343941	0
"5234-68-4"	0.120820708917693	0
"4291-63-8"	0.798950867785717	0
"2761-24-2"	0.00445970734200097	0
"2528-16-7"	0.00356064557119856	0
"51218-45-2"	0.0130694521212704	0
"686756-87-6"	0.206082606243572	0
"155990-20-8"	0.458576387541399	0
"1119-40-0"	0.00463041557536648	0
"55512-33-9"	0.00802924353327131	0
"1121-78-4"	0.0732270022034501	0
"1885-29-6"	0.182117860148753	0
"81335-77-5"	0.00825681869804314	0
"60207-90-1"	0.208452509553697	0
"744-45-6"	0.0218865900843263	0
"60-57-1"	0.0295112873796882	0
"23089-26-1"	0.0281939636442684	0
"10061-01-5"	0.00532234134405312	0
"693-54-9"	0.00348616622944153	0
"124-76-5"	0.000477864173732506	0
"770-35-4"	0.0372842638988038	0
"375-85-9"	0.00305748443124507	0
"1120-36-1"	0.00475080781269637	0
"136-60-7"	0.00240592644706658	0
"88-06-2"	0.954384024273693	1
"1207-12-1"	0.00742487391346938	0
"122008-85-9"	0.208100153647827	0
"96-70-8"	0.0072524563744622	0
"2479-46-1"	0.997791942202694	1
"106-50-3"	0.992046935223748	1
"725228-45-5"	0.0200540420049069	0
"101-61-1"	0.697802159547796	1
"99-76-3"	0.167425298846827	1
"14351-66-7"	0.108725107464032	0
"121-00-6"	0.0404382311324446	0
"109-78-4"	0.00396380652877222	0
"17754-90-4"	0.26820907038591	0
"66215-27-8"	0.87900977709843	0
"1034-01-1"	0.21633090716415	1
"67747-09-5"	0.272908772279675	1
"134002-60-1"	0.0196104848910653	0
"120-82-1"	0.0145962246319481	0
"126-92-1"	0.00400406766241299	0
"1678-91-7"	0.000819376764283477	0
"1836-75-5"	0.0677869357901974	1
"50-70-4"	0.00507151854463975	0
"484-17-3"	0.116628166816361	0
"102-06-7"	0.0145893507803328	0
"75-12-7"	0.0247438668313302	0
"110-44-1"	0.0107861733699984	0
"102-82-9"	0.00202689532557175	0
"2058-94-8"	0.000299934528777123	0
"100-51-6"	0.0191803314711332	0
"21725-46-2"	0.254098848386017	0
"1120-21-4"	0.00150038588631717	0
"7786-61-0"	0.118854431579702	0
"117-79-3"	0.137968470617656	1
"85721-33-1"	0.02551276248941	0
"6842-15-5"	0.0235490352352614	0
"3173-72-6"	0.0189406170496805	0
"118-79-6"	0.410893656548685	1
"56-81-5"	0.00672310729189979	0
"112-34-5"	0.00471083398447179	0
"118-56-9"	0.0477273056933484	0
"328-84-7"	0.00503471184056358	0
"589-66-2"	0.00370411256990826	0
"101-72-4"	0.82774798572689	0
"585-34-2"	0.0360919074328502	1
"66357-35-5"	0.077148757919196	0
"92-04-6"	0.158843532598438	0
"145742-28-5"	0.0028528120410843	0
"158081-99-3"	0.0070975450729945	0
"129-06-6"	0.278864307309162	0
"361343-19-3"	0.3972912176488	0
"111991-09-4"	0.0281617562991963	0
"80-43-3"	0.222891984208082	0
"123-05-7"	0.00178318369738015	0
"868-85-9"	0.0741569230854213	0
"NOCAS_47362"	0.081305654297647	0
"335-67-1"	0.00156493217853531	0
"13171-00-1"	0.00923567843728608	0
"121-75-5"	0.975808021818074	1
"111-46-6"	0.00235440202537641	0
"619-50-1"	0.00377996628301691	0
"106-58-1"	0.00276268824858797	0
"2078-54-8"	0.00653486497146907	0
"108-91-8"	0.00432850954049677	0
"17418-58-5"	0.476324772193261	0
"4553-62-2"	0.00261117559045854	0
"59669-26-0"	0.00186582961089622	0
"25606-41-1"	0.00958602349647919	0
"145701-21-9"	0.302395606886636	0
"50-35-1"	0.00269297414033447	0
"101-55-3"	0.148803892390262	0
"4672-49-5"	0.00396075942965336	0
"86-50-0"	0.979313835830732	1
"87-90-1"	0.00532432890262745	0
"96-76-4"	0.00551274104512546	0
"2426-54-2"	0.00797698441392146	0
"54-31-9"	0.00453884006075839	0
"139968-49-3"	0.00857750594233884	0
"117-84-0"	0.0063708197203647	0
"138261-41-3"	0.00106696309780613	0
"76014-81-8"	0.00270980680293093	0
"650-51-1"	0.000591821024452973	0
"123-35-3"	0.0315601078917992	0
"78-70-6"	0.00845432226562589	0
"556-52-5"	0.00371927567995879	0
"460-00-4"	0.912987664420996	0
"52-68-6"	0.00100624072189383	0
"111-31-9"	0.00174373439760989	0
"98-87-3"	0.00986452797167498	0
"112-63-0"	0.0138048896186853	0
"111988-49-9"	0.00898365126085595	0
"57-10-3"	0.00335340035771094	0
"473289-62-2"	0.00533711200871459	0
"98319-26-7"	0.0188262560880813	0
"79-14-1"	0.0145211621761646	0
"532-27-4"	0.00083338366987553	0
"635-22-3"	0.487664865776488	0
"10016-20-3"	1	0
"60-12-8"	0.0151835144464446	0
"120-80-9"	0.138153854272871	1
"605-45-8"	0.00927394755694327	0
"121-39-1"	0.00949940028690316	0
"3811-73-2"	0.00211802892963197	0
"6117-91-5"	0.00281151603851003	0
"1918-02-1"	0.00751980558187172	0
"3871-99-6"	0.00234637644604183	0
"344930-95-6"	0.014211715695993	0
"68-11-1"	0.0128414008777872	0
"135-02-4"	0.0301441348674883	0
"862243-29-6"	0.00834611836057313	0
"119515-38-7"	0.028544104453966	0
"1747-60-0"	0.478443171915118	1
"288-88-0"	0.0246209530165549	0
"842-07-9"	0.162359654948022	1
"7173-51-5"	0.00361152051727757	0
"115-84-4"	0.00184529862975211	0
"874-60-2"	0.00203228270822383	0
"82640-04-8"	0.512004180188545	0
"NOCAS_47328"	0.808867081744967	0
"59-05-2"	0.395765364625036	0
"76738-62-0"	0.0138909867055532	0
"67786-14-5"	0.797665862852283	0
"59-30-3"	0.137518965389933	0
"1469-48-3"	0.0029058575540723	0
"221671-62-1"	0.599137549593624	0
"99-59-2"	0.443198039434709	1
"51632-16-7"	0.258747999063603	0
"65277-42-1"	0.107612638683207	1
"2772-45-4"	0.0634578303993409	0
"20325-40-0"	0.865398950824096	1
"1742-14-9"	0.00769521396994857	0
"520-36-5"	0.224276142627911	1
"95266-40-3"	0.0667205533214494	0
"53-86-1"	0.330723744231916	0
"103-24-2"	0.00847728489725111	0
"962-58-3"	0.0487863485916512	0
"728-40-5"	0.13616470744235	0
"827-94-1"	0.735244067529632	0
"105512-06-9"	0.302308427913056	1
"924-16-3"	0.000468310903064028	0
"126-14-7"	0.788026391741333	0
