"","x"
"6440-58-0",0.0100148806542148
"188489-07-8",0.00408662070516025
"51632-16-7",0.21391180589532
"60-12-8",0.00891465689980257
"81-07-2",0.00356060813979705
"3913-02-8",0.00517921694560227
"314-40-9",0.00552740724802737
"616-45-5",0.0049520875557205
"29548-30-9",0.0537820679211595
"874-60-2",0.000754676194764384
"538-75-0",0.00141997256800765
"1987-50-4",0.0319661323509343
"99-66-1",0.00382680734556176
"68959-20-6",0.00814596768889281
"88-74-4",0.362521741255259
"112281-77-3",0.102964016662327
"2114-11-6",0.00554349335381743
"1068967-96-3",0.0818525866717683
"7287-19-6",0.113922845678706
"69655-05-6",0.0119660406502246
"56-53-1",0.104168207906903
"126-14-7",0.224518507574758
"90-04-0",0.124359955669536
"52663-68-0",0.000798575345706225
"173584-44-6",0.00644965778873605
"868-57-5",0.00111003728117819
"181640-09-5",0.00551827256056486
"108-80-5",0.782082363653154
"335-76-2",0.00200030579670059
"129-06-6",0.0943752661099614
"7779-27-3",0.00184374883999666
"1072-15-7",0.00294253221214712
"16409-43-1",0.00196835481497065
"3068-00-6",0.0290901272575488
"50-81-7",0.00141406757319519
"3634-83-1",0.00217199300041581
"77-78-1",0.00971290044835259
"3547-33-9",0.00591384946525101
"221671-62-1",0.11893950999169
"3319-31-1",0.00178964948036124
"109-02-4",0.0020148227326133
"135-98-8",0.000587416850745967
"56-81-5",0.00443620284317019
"28249-77-6",0.00470901425583978
"68359-37-5",0.0315780100846239
"64-67-5",0.000849298219455112
"124-05-0",0.00480531955344682
"4584-46-7",0.0629867243114025
"84087-01-4",0.00223030317408276
"120-36-5",0.00171947816377274
"2176-62-7",0.00140891435242988
"117337-19-6",0.384705986611527
"61-82-5",0.0303575359800863
"131860-33-8",0.0166954664376266
"26225-79-6",0.215057330510282
"79-44-7",0.00295216060058782
"104-72-3",0.00175979482666772
"60-56-0",0.0144205112236131
"1120-21-4",0.00233695621988993
"83-88-5",0.231153570841393
"82-44-0",0.00410238536954237
"16867-04-2",0.032817381330542
"75-99-0",0.00279840942552743
"104-51-8",0.00224789835911158
"117-39-5",0.923461552456626
"92-44-4",0.317492836094955
"606-20-2",0.0138995878196894
"85-01-8",0.00454956647906516
"111-31-9",0.000973329908265647
"140-49-8",0.0275812995023738
"111-27-3",0.00580698724068398
"13676-54-5",0.216223665001798
"127-39-9",0.0024096405840735
"2051-62-9",0.00549177879565731
"79902-63-9",0.00543672984713335
"111-40-0",0.0116211868308425
"759-94-4",0.00604752590456801
"461-58-5",0.000389328614728142
"58-89-9",0.00469809049988925
"16079-88-2",0.000784255298399342
"158081-99-3",0.00800450791460177
"126-73-8",0.00562697518993192
"2212-67-1",0.0186459736570719
"142-92-7",0.0058334122470025
"141-22-0",0.00359434999242575
"161050-58-4",0.0149261539845653
"532-27-4",0.000876806539811089
"112-00-5",0.00138209139211063
"52-68-6",0.00104202643803557
"1843-05-6",0.0148086414498721
"109-46-6",0.0865561823295859
"111991-09-4",0.0264725866532381
"100-43-6",0.00797549990567965
"85721-33-1",0.00485429132360118
"96-76-4",0.00375563182084108
"14765-30-1",0.00194944753262306
"83-32-9",0.0154368796922236
"527-60-6",0.106948270332591
"5437-45-6",0.0272571689190159
"1118-92-9",0.00388122871711776
"495-18-1",0.00355923771066858
"33820-53-0",0.137221255377074
"21662-09-9",0.00348693240972357
"122-19-0",0.00150426206514676
"NOCAS_47379",0.284848484256805
"120-51-4",0.00487632729073718
"5949-05-3",0.00355103961124188
"621-64-7",0.000948792020866004
"140-95-4",0.00158224764869959
"105-21-5",0.0044701839162247
"83834-59-7",0.00616958549976882
"92-84-2",0.0185644623414784
"58-14-0",0.973219910641953
"193-39-5",0.797258205244159
"2385-85-5",0.00310782466932937
"1008-72-6",0.00420450404181899
"3252-43-5",0.0271494260540075
"26002-80-2",0.0391720931866322
"98-87-3",0.0017869202945065
"35958-30-6",0.0438106057492661
"571-58-4",0.00595025558569229
"51-30-9",0.0377591234922776
"55-98-1",0.000643273491879939
"24602-86-6",0.00931051481308097
"716-79-0",0.104078709181946
"7747-35-5",0.00128626453819536
"3852-09-3",0.000994188729068996
"60207-90-1",0.0950996593389248
"126-06-7",0.000568198422618861
"132-64-9",0.00974413994774471
"99-86-5",0.00173222764107264
"1120-01-0",0.0012065064577128
"2058-94-8",0.00187764446892607
"501027-49-2",0.516529330177093
"110-01-0",0.000127248395680596
"3006-93-7",0.354546176698741
"4574-04-3",0.00136514437555866
"577-11-7",0.00126385889710048
"1135-66-6",0.0139111734043109
"64359-81-5",0.0139594853616145
"623-36-9",0.0102918746782791
"10453-86-8",0.0292919519936135
"76-03-9",0.0035544935439006
"144550-36-7",0.000917768441549896
"111-21-7",0.00127249799430355
"29091-21-2",0.126221030969289
"111-15-9",0.00297049804686052
"307-24-4",0.00303694054725606
"52315-07-8",0.0136188439861068
"742693-38-5",0.00081757751953306
"142-31-4",0.00253523304863959
"2122-70-5",0.0662859754275803
"16587-71-6",0.00941186093019936
"30560-19-1",0.0342693979403647
"700-13-0",0.224216696027457
"179465-71-5",0.0663891233923584
"108-93-0",0.00169565134458228
"58-56-0",0.00343831630424125
"149-57-5",0.00217357297739939
"107-70-0",0.000928889739245217
"141-32-2",0.0025041586942198
"96-18-4",0.00504277732304219
"86-28-2",0.0509051142853933
"NOCAS_47265",0.00104887507258276
"91-64-5",0.00125327536658723
"94-82-6",0.0247883478743175
"111-14-8",0.0120893994054668
"129453-61-8",0.0130258229599973
"700-06-1",0.00880476395032091
"109-97-7",0.00234385375237293
"57-09-0",0.0015046246390416
"78-62-6",0.00237901263784865
"533-23-3",0.0235722620558779
"58-08-2",0.00619184420082419
"106-49-0",0.372053524482299
"58394-64-2",0.00990944432949429
"39236-46-9",0.00572795425076718
"112410-23-8",0.00789780280591363
"124-03-8",0.00149311080877825
"139968-49-3",0.0141668397608108
"112-49-2",0.0021715211853612
"15625-89-5",0.0113150529540273
"24683-00-9",0.0061438479091345
"115-86-6",0.0686767671648741
"107-54-0",0.00161657161219224
"2807-30-9",0.00361217084761217
"124495-18-7",0.199293313884445
"110-05-4",0.0022352697446769
"107-88-0",0.011227855947034
"79-97-0",0.125028777855715
"114-07-8",0.000373029304278054
"725228-45-5",0.00552465148119968
"3648-21-3",0.0100044658981481
"361377-29-9",0.273318855913302
"126-11-4",0.00282229491921298
"91-66-7",0.0118375232052818
"117-84-0",0.00552456958489524
"108-67-8",0.001295881040081
"451-40-1",0.011923857469661
"120-14-9",0.0970834941299276
"693-54-9",0.00203207565502062
"143390-89-0",0.0304888125713363
"626-48-2",0.00154778747461666
"150-13-0",0.0721108565906433
"5153-25-3",0.0436871951012423
"111-20-6",0.00213368333557042
"261947-38-0",0.0269271009511115
"110-25-8",0.00342840243540985
"446-72-0",0.382152734346755
"100-97-0",0.000132893345432126
"108-59-8",0.000883496777882207
"10061-01-5",0.00943302570454834
"927-62-8",0.00371856436645285
"99-63-8",0.00202237266234148
"298-04-4",0.648658866577888
"13254-34-7",0.000306421514543008
"73-22-3",0.128253875548957
"88-41-5",0.00302006136268564
"1143-38-0",0.0746761427343362
"72490-01-8",0.238072829668526
"52-86-8",0.0304792785038381
"1559-35-9",0.00399226708631713
"50-29-3",0.00211629591813209
"2943-75-1",0.00389191125175535
"131-70-4",0.00211351049257572
"107-46-0",0.000516413377210148
"2402-78-0",0.00133311721683055
"767-00-0",0.046109207089177
"647-42-7",0.0169122162123019
"127-51-5",0.00922652901795442
"34014-18-1",0.00143002255058939
"72-20-8",0.0123400958740793
"77-83-8",0.0207616825796845
"62-74-8",0.00224781683260605
"526-73-8",0.000995853929447389
"120116-88-3",0.0211319805517148
"5977-14-0",0.0104616439008979
"2934-05-6",0.00337594281623921
"104-43-8",0.0214763688888973
"108-87-2",0.000846459364819321
"2782-57-2",0.0375006448275978
"77-47-4",0.000604082065003958
"112-35-6",0.00122452521286839
"756-79-6",0.00153311366132365
"90-72-2",0.0087213278981895
"54-85-3",0.00100956599044698
"1559-34-8",0.00149634397822637
"61949-77-7",0.0282945868751766
"112-14-1",0.00461709184874727
"330-55-2",0.0052413746381728
"2432-87-3",0.0062675348033422
"96-54-8",0.00773260382067836
"25152-84-5",0.0135978530943515
"32388-55-9",0.0518720819426595
"16529-56-9",0.00267212714187044
"2043-57-4",0.00194144438981729
"120068-37-3",0.0137811784049956
"331623-06-4",0.142626954167963
"129299-90-7",0.498416711039428
"112-34-5",0.00392636192793947
"94-59-7",0.0806435114899744
"123-17-1",0.000842882313750697
"3739-38-6",0.0219953447871462
"2835-39-4",0.00514746282246466
"74051-80-2",0.00133963593466857
"4291-63-8",0.475668130911183
"79-57-2",0.00902701953407741
"96-70-8",0.00737153160406822
"53-03-2",0.0971665108093366
"135-20-6",0.0033907119566351
"2756-56-1",0.00580997604476817
"112-29-8",0.00125805693277919
"1194-65-6",0.0170082362057744
"1929-73-3",0.0174947132159644
"5146-66-7",0.00351364871027727
"105-60-2",0.0139693276131048
"584-84-9",0.00301684782160048
"313994-79-5",0.00722071399988886
"78491-02-8",0.000211788028689886
"16672-87-0",0.0127640132460497
"110-69-0",0.00273451830722287
"141-04-8",0.00724011513277937
"111-87-5",0.00339338108648046
"115-96-8",0.0131360991129558
"104-66-5",0.0803694371183671
"588941-45-1",0.0255060419533061
"461023-63-2",0.00268662219675671
"648917-13-9",0.027892917222442
"94-71-3",0.0357829285588912
"181274-15-7",0.0583971252562201
"118-52-5",0.00201461870356542
"72-55-9",0.00318016635380506
"3871-99-6",0.00238440102635073
"712-50-5",0.0030731474271354
"219790-72-4",0.6699741693508
"13183-79-4",0.000524647335551847
"5877-42-9",0.00344528105589527
"101-84-8",0.0123648485431749
"2465-27-2",0.298613908039388
"110-33-8",0.00755267827355387
"140-11-4",0.0112454229695108
"131-17-9",0.00852546956188469
"1563-38-8",0.0187795203729195
"116-06-3",0.00757082339827803
"89-61-2",0.0593990182782984
"6485-40-1",0.0155718598060895
"3268-49-3",0.00367116997060813
"112-53-8",0.00730552722506966
"80-46-6",0.0649795294972558
"2772-45-4",0.0268267031106636
"930-55-2",0.00114798804313223
"119446-68-3",0.593534065886996
"107-41-5",0.00211906120686611
"131-18-0",0.0148159114252365
"301-00-8",0.015630943083778
"108-01-0",0.00451088076322857
"174185-16-1",0.0568348525094696
"80-26-2",0.00537736718688321
"569-64-2",0.0218872715443645
"15972-60-8",0.0351923046130752
"141-66-2",0.0238717167864047
"NOCAS_47292",0.00841479775195441
"111-46-6",0.00126840820906399
"1541-81-7",0.0141505852758065
"283594-90-1",0.0249731823049439
"319-86-8",0.00469809049988925
"344930-95-6",0.0247333175956114
"929-59-9",0.00732210457284042
"107071-66-9",0.00325826393525491
"112-60-7",0.00109894912055932
"586-62-9",0.00449362668994553
"99129-21-2",0.0164562861778659
"67-30-1",0.021568989039519
"599-64-4",0.0117583380924814
"126-00-1",0.333890083828855
"96-23-1",0.00421410648758746
"123-56-8",0.00510009203821163
"89-75-8",0.00173972057165592
"99-85-4",0.00231050607050266
"552-30-7",0.00145512391336356
"NOCAS_47255",0.0127128493672157
"839-90-7",0.0037422958117332
"199119-58-9",0.00913402261135318
"4638-48-6",0.556541454066219
"23135-22-0",0.00817128963186297
"123-11-5",0.0354979597985671
"1489-69-6",0.00646227374125104
"684-93-5",0.000250638050990017
"55512-33-9",0.00598625668926224
"110553-27-0",0.0076549638811294
"141-93-5",0.00342119299385274
"643-79-8",0.0411642501027606
"5392-40-5",0.00746983597647953
"13194-48-4",0.00996812226529578
"928-96-1",0.00670202385880026
"84-58-2",0.0303487631958245
"1470-94-6",0.267564598497514
"5655-61-8",0.00629965181676192
"93-53-8",0.00226903176715279
"144-74-1",0.661002812650741
"51384-51-1",0.00462153802883437
"75330-75-5",0.00272782916970037
"78-77-3",0.00565999460730927
"97-86-9",0.00194547942074108
"288104-79-0",0.0052671358716229
"122454-29-9",0.00968983151650808
"121-33-5",0.116842566792175
"1120-04-3",0.00122212581185914
"3025-30-7",0.00501473367933314
"87-25-2",0.0947013587654834
"541-73-1",0.00224373803041793
"134-31-6",0.00823328942224839
"119-36-8",0.0373117723103988
"163520-33-0",0.0811608682692074
"4390-04-9",0.00162137516228951
"76014-81-8",0.00126541261327307
"10605-21-7",0.0345863879815335
"136-60-7",0.00203238552573845
"2761-24-2",0.00240484454056271
"90982-32-4",0.00745443225880073
"86479-06-3",0.00461274499321841
"79-43-6",0.00601779866607048
"90325-47-6",0.00202391433196925
"5216-25-1",0.00296214073254799
"87674-68-8",0.00189803457053578
"99-07-0",0.0515734235428817
"68-11-1",0.00901772625620373
"120-95-6",0.0168459042865683
"1656-48-0",0.00416699403354882
"120-82-1",0.0112219239808645
"156052-68-5",0.0351950586932672
"470-90-6",0.0168074726650476
"NOCAS_48522",0.139598342141392
"612-12-4",0.0496576919044226
"2499-95-8",0.00402954037394016
"127-19-5",0.00165699175798699
"3064-70-8",0.00321745251173981
"4107-98-6",0.0062021081197088
"717-74-8",0.00161413756892059
"599-79-1",0.108568946287077
"628-63-7",0.0085336789411824
"111-30-8",0.000482364362092938
"2031-67-6",0.00100226185887952
"51235-04-2",0.00522607961368996
"263553-33-9",0.30954549784793
"104-40-5",0.021437603620766
"5694-00-8",0.00536181206520572
"121-69-7",0.00650167539793306
"99-97-8",0.0277660337681255
"123-00-2",0.0119370544127414
"101-86-0",0.00821779542543088
"503-74-2",0.00224957399658869
"3647-69-6",0.00647032384563534
"NOCAS_47381",0.011092849096228
"97-74-5",0.00740171102370468
"141-43-5",0.0262127584298461
"3383-96-8",0.999575343161893
"93-76-5",0.000691864968166432
"53-16-7",0.0991008170153368
"147-81-9",0.00111386158647778
"25956-17-6",0.0114380996072591
"122008-85-9",0.332574864783734
"4672-49-5",0.00222742919135085
"678-39-7",0.0142266544062563
"17418-58-5",0.482302461297845
"140939-15-7",0.0293268463886561
"14371-10-9",0.0225552477779897
"486-56-6",0.0129831299827172
"80-48-8",0.0169522752635397
"109-52-4",0.00344730608043603
"103-69-5",0.0140463030116284
"107-07-3",0.109804100055186
"6359-90-6",0.0961375229855069
"25057-89-0",0.0406474531336244
"1929-82-4",0.00229838615454722
"118-82-1",0.108092863624932
"3173-72-6",0.0114705415203676
"5138-18-1",0.000155217713568678
"91-67-8",0.018767346346241
"104795-68-8",0.00144665259940607
"76738-62-0",0.0228249173240379
"21145-77-7",0.00446802024316734
"120-65-0",0.00712232439283144
"154-42-7",0.254592191414049
"10540-29-1",0.0128185698413616
"14351-66-7",0.153551021402175
"123-01-3",0.00400187621181083
"23593-75-1",0.452777419111076
"24851-98-7",0.00662323992206184
"533-74-4",0.0110496536701683
"20018-09-1",4.08983608478015e-05
"133-07-3",0.104795658548393
"2634-33-5",0.00115076451393706
"97886-45-8",3.12347866320384e-05
"104-90-5",0.00139933948875699
"112-05-0",0.00595334147724116
"50471-44-8",0.0900171315525276
"118-58-1",0.0466037412795471
"4468-42-2",0.00126223428249732
"120-61-6",0.00225058477900481
"4376-18-5",0.00119468401825683
"111-44-4",0.00357002848066068
"94-60-0",0.00264427977209616
"134-32-7",0.631672809640182
"3026-63-9",0.00152195373318787
"1139-30-6",0.000968644396231779
"50-22-6",0.0378539390314391
"2610-11-9",0.168073578091838
"112-12-9",0.0012588143258458
"60168-88-9",0.0119575411533199
"17804-35-2",0.0658798932703217
"149413-74-1",0.0285338633619062
"485-31-4",0.0277894859071023
"99-08-1",0.026402950307475
"6789-88-4",0.00629548503017751
"80844-07-1",0.11385042627594
"4162-45-2",0.0329382382063601
"487-06-9",0.0109346767868466
"90-43-7",0.0532575811349322
"625114-41-2",0.0410829743555259
"36653-82-4",0.00808629639510929
"239110-15-7",0.00344847983599501
"103-65-1",0.000804823978448278
"56-95-1",0.0252813286567112
"115-28-6",0.00758680323573089
"5349-51-9",0.00753642401936025
"107-98-2",0.00114524739898508
"2444-46-4",0.0564865443413293
"57-50-1",0.000216113139325995
"643-28-7",0.0568448594528187
"97322-87-7",0.161543826378941
"151-21-3",0.00170423454807068
"512-42-5",0.000583267357929115
"122-62-3",0.00916386670077064
"23103-98-2",0.00816180650143837
"87818-31-3",0.014472540256078
"142-08-5",0.000912173603184203
"86386-73-4",0.130234713295079
"140-38-5",0.0164885137312342
"50-14-6",0.0331798819519591
"16219-75-3",0.00088269032884129
"208-96-8",0.00397446854652663
"189003-92-7",0.103571426437666
"13684-63-4",0.059839903087815
"110-93-0",0.00392221743487345
"98967-40-9",0.226026652903618
"79277-27-3",0.00885306295279854
"19044-88-3",0.0122666716816735
"6317-18-6",0.00748810976068447
"826-62-0",0.00239145165883215
"105-87-3",0.0140537633769341
"4712-55-4",0.335966557828368
"824-39-5",0.372273272572674
"123312-89-0",0.000429702891968246
"3118-97-6",0.685733004666545
"153233-91-1",0.0508636201422574
"6624-73-3",0.0119914161981126
"16356-11-9",0.00372300241830727
"1596-84-5",0.0025061659283935
"103-56-0",0.0177353532666721
"69-65-8",0.00153309700017809
"65-71-4",0.00156859997880436
"110-85-0",0.00316306424035629
"116-29-0",0.00439132505666362
"6381-77-7",0.00633501760579281
"81335-37-7",0.00610129738067702
"85264-33-1",0.00321101548394607
"763-29-1",0.000973993758184902
"106-46-7",0.0391827298292127
"123-77-3",0.000429886589821888
"474-86-2",0.126192932642812
"860-22-0",0.00235804495877068
"21564-17-0",0.00192957104020377
"110-26-9",0.00838095841163771
"1112-39-6",0.000531514822435088
"1163-19-5",0.0291692774203408
"24157-81-1",0.00889261722059308
"29420-49-3",0.00425288441036945
"69806-50-4",0.0890230656939931
"872-50-4",0.00234722845308127
"NOCAS_47385",0.00783890142159064
"95-53-4",0.0606133183560851
"115-84-4",0.00166009973440662
"589-66-2",0.00296587760732093
"85509-19-9",0.837373603341385
"59227-89-3",0.0313516041938701
"79-06-1",0.00895129873145866
"84-74-2",0.00773190984935917
"1111-78-0",0.00163863177464528
"584-13-4",0.00172942439822709
"55406-53-6",0.00010901403044444
"112529-15-4",0.043015701635304
"79983-71-4",0.0466677957717172
"584-79-2",0.0606420878274538
"420-04-2",0.00071616898743522
"56070-16-7",0.857689570392343
"133-90-4",0.140315043942518
"94-80-4",0.0323098758393966
"33228-45-4",0.236888882880954
"84-16-2",0.146277307191337
"544-01-4",0.00363714239515628
"194098-25-4",0.0183291804314141
"104-61-0",0.00523554154823596
"101-81-5",0.0035717955759031
"2675-77-6",0.00842247479321917
"131-52-2",0.0436658040561165
"41484-35-9",0.051674538249537
"1918-02-1",0.00664034599679178
"108-74-7",0.000886435402665948
"134-85-0",0.00574215802488285
"493-52-7",0.275261904530971
"108-94-1",0.00110553118688173
"107-21-1",0.0127025841465608
"249296-43-3",0.15629181786418
"707-61-9",0.00600136613110343
"109-78-4",0.00766358933108889
"121-91-5",0.00115996286732845
"60-33-3",0.00810877579848716
"57-74-9",0.00128911117369128
"28434-00-6",0.0775379451454564
"79-24-3",0.0023232220028588
"2439-01-2",0.0405783037819104
"89-87-2",0.0119490606165914
"88-10-8",0.0013649860316948
"1675-54-3",0.0125233240122453
"1638-22-8",0.0287357716441853
"2386-87-0",0.00195779046160265
"728-40-5",0.0541588094264776
"4904-61-4",0.0101821457109833
"77-71-4",0.019797594424567
"25812-30-0",0.0332618871062175
"58-86-6",0.00326935304987479
"200940-23-4",0.0697666015143797
"126-92-1",0.00238093969702878
"646-06-0",0.00108802173348139
"605-45-8",0.00522381677882965
"51229-78-8",0.0223021335552784
"81406-37-3",0.0416312773849449
"309-00-2",0.00564359763180873
"288-88-0",0.00239186087319249
"123-33-1",0.0026723903328479
"111-90-0",0.00160654208473671
"23386-52-9",0.00465023093441313
"53-43-0",0.0229083662408217
"NOCAS_48509",0.0296642478364027
"175178-82-2",0.831341025531785
"93-52-7",0.00401328708093976
"87-91-2",0.00428194387790172
"6359-82-6",0.148993739881843
"69377-81-7",0.00884551745689778
"375-85-9",0.0049527081106094
"565-80-0",0.00015672234677335
"3825-26-1",0.00458260791516805
"51-52-5",0.0113090267767297
"101-67-7",0.0402895069713027
"102-60-3",0.00716240807847882
"80-54-6",0.00678570596176694
"111-85-3",0.00194769311888509
"123343-16-8",0.00685606217132293
"104-87-0",0.00214664230994622
"629-62-9",0.00498945483223436
"88-60-8",0.00413733942311945
"159138-81-5",0.0227941535109921
"109293-97-2",0.0164969083813905
"NOCAS_48516",0.186901277081217
"6174-86-3",0.018198173699451
"584-03-2",0.0100425425047333
"123-02-4",0.0040427946819681
"2550-40-5",0.00224625079753243
"464-48-2",0.00156974012311956
"1646-88-4",0.0326912064777994
"6385-62-2",0.0232497205468963
"924-16-3",0.000959655995916687
"79-39-0",0.00798486950837257
"124-13-0",0.00278726163951365
"69-09-0",0.328497467103917
