"Predict"	"Real"
"626-48-2"	0.0224089635854342	0
"104795-68-8"	0	0
"51-03-6"	0.113207547169811	1
"616-47-7"	0.0224089635854342	0
"118-52-5"	0.0224089635854342	0
"156-10-5"	0.789473684210526	0
"112-38-9"	0.0224089635854342	1
"103-23-1"	0.0224089635854342	0
"88-06-2"	0.0595854922279793	1
"59756-60-4"	0.0595854922279793	1
"111-30-8"	0.0224089635854342	0
"101-86-0"	0.0224089635854342	0
"121-75-5"	0.0224089635854342	1
"112-50-5"	0.0224089635854342	0
"34451-19-9"	0.0224089635854342	0
"131341-86-1"	0.0188679245283019	0
"129453-61-8"	0.0595854922279793	0
"200940-23-4"	0.2	0
"487-06-9"	0.0595854922279793	1
"110-26-9"	0.0224089635854342	0
"591-22-0"	0.0595854922279793	0
"84087-01-4"	0.0595854922279793	0
"NOCAS_47328"	0.0595854922279793	0
"92-68-2"	0.0224089635854342	0
"75-64-9"	0.0224089635854342	0
"55290-64-7"	0.0224089635854342	0
"5116-94-9"	0.0224089635854342	0
"614-45-9"	0.0224089635854342	0
"98967-40-9"	0.0595854922279793	0
"725228-45-5"	0.973684210526316	0
"37764-25-3"	0.0192644483362522	0
"101-54-2"	0.973684210526316	0
"42874-03-3"	0.0712328767123288	1
"676116-04-4"	0.05625	0
"60-51-5"	0.0712328767123288	0
"68959-20-6"	0.12	0
"473289-62-2"	0.0776699029126214	0
"68359-37-5"	0.0712328767123288	1
"118-79-6"	0.05	1
"139968-49-3"	0.0712328767123288	0
"104-76-7"	0.0192644483362522	0
"105-90-8"	0.0192644483362522	0
"112-18-5"	0.0192644483362522	0
"117-81-7"	0.0712328767123288	1
"1675-54-3"	0.0588235294117647	0
"877-24-7"	0.0712328767123288	0
"69655-05-6"	0.0712328767123288	0
"4719-04-4"	0.0712328767123288	0
"99-51-4"	0.05625	0
"143-08-8"	0.0192644483362522	0
"6842-15-5"	0.0192644483362522	0
"28434-00-6"	0.0712328767123288	0
"78-97-7"	0.0192644483362522	0
"3006-93-7"	0.0712328767123288	0
"302-79-4"	0.0712328767123288	0
"3164-85-0"	0.0192644483362522	0
"2756-56-1"	0.0192644483362522	0
"184653-84-7"	0.0776699029126214	0
"1929-73-3"	0.05	0
"23564-05-8"	0.0192644483362522	0
"10540-29-1"	0.05625	0
"1212-29-9"	0.12	0
"3452-97-9"	0.0192644483362522	0
"3337-71-1"	0.0192644483362522	0
"3026-63-9"	0.0712328767123288	0
"13071-79-9"	0.12	0
"75330-75-5"	0.0712328767123288	0
"6359-90-6"	0.0712328767123288	0
"534-52-1"	0	0
"52663-68-0"	0.05625	0
"716-79-0"	0.973684210526316	0
"94-74-6"	0.05	0
"3252-43-5"	0.0192644483362522	0
"99-62-7"	0.05625	0
"85-22-3"	0.05625	0
"31482-56-1"	0.05625	0
"24307-26-4"	0.0192644483362522	0
"6923-22-4"	0.0712328767123288	0
"637-07-0"	0.0776699029126214	0
"41484-35-9"	0.05625	0
"79-07-2"	0.0192644483362522	0
"56-38-2"	1	1
"4107-98-6"	0.05625	0
"122931-48-0"	0.0192644483362522	0
"1119-40-0"	0.0192644483362522	0
"874-60-2"	1	0
"102-85-2"	0.0192644483362522	0
"3852-09-3"	0.0192644483362522	0
"487-68-3"	0.05625	0
"1689-84-5"	0.05	0
"6152-33-6"	0.0588235294117647	1
"1118-92-9"	0.0192644483362522	0
"98-87-3"	0.0192644483362522	0
"470-90-6"	1	0
"687-47-8"	0.0192644483362522	0
"288104-79-0"	0.05625	0
"60168-88-9"	1	0
"55934-93-5"	0.0712328767123288	0
"118-56-9"	0.0712328767123288	1
"26172-55-4"	0.0192644483362522	0
"92-91-1"	0.05625	1
"26644-46-2"	0.0712328767123288	0
"20265-97-8"	0	0
"NOCAS_47385"	0.0776699029126214	0
"95-13-6"	0.05625	0
"103-34-4"	0.0192644483362522	0
"62-73-7"	0.0192644483362522	0
"23696-85-7"	0.0192644483362522	0
"27955-94-8"	0.973684210526316	0
"19666-30-9"	0.05	0
"50-33-9"	0.973684210526316	0
"81-07-2"	0.0192644483362522	0
"NOCAS_47334"	1	1
"115-95-7"	0.0192644483362522	0
"79-94-7"	0.05	1
"959-98-8"	0.0712328767123288	0
"68844-77-9"	0.05625	0
"261947-38-0"	0.0712328767123288	0
"589-66-2"	0.0192644483362522	0
"171118-09-5"	0.25	0
"139-87-7"	0.0192644483362522	0
"79622-59-6"	0.0712328767123288	0
"108-31-6"	0.0192644483362522	0
"120-80-9"	0.0192644483362522	1
"121-72-2"	0.05625	0
"91-66-7"	0.05625	0
"57-10-3"	0.0712328767123288	0
"140939-15-7"	1	0
"33956-49-9"	0.0192644483362522	0
"111-42-2"	0.0192644483362522	0
"89-75-8"	0.0192644483362522	0
"97-56-3"	0.0588235294117647	1
"95-49-8"	0.05625	0
"110-75-8"	0.0192644483362522	0
"60-33-3"	0.0712328767123288	0
"791-31-1"	1	0
"120-36-5"	0.0712328767123288	0
"69806-40-2"	0.0712328767123288	0
"95266-40-3"	0.0712328767123288	0
"137-66-6"	0.0712328767123288	0
"NOCAS_47267"	0	0
"2934-05-6"	0.05625	1
"96-18-4"	0.0192644483362522	0
"78-62-6"	0.0192644483362522	0
"23135-22-0"	0.0712328767123288	0
"584-13-4"	0.0192644483362522	0
"115-77-5"	0.0712328767123288	0
"103-90-2"	0.0712328767123288	0
"728-40-5"	0.05625	0
"4390-04-9"	0.0192644483362522	0
"10016-20-3"	0.0712328767123288	0
"141-66-2"	0.0712328767123288	0
"5138-18-1"	0.0712328767123288	0
"66-71-7"	0.8	0
"124-18-5"	0.0192644483362522	0
"135-02-4"	0.05	0
"495-18-1"	0.0712328767123288	0
"124-03-8"	0.12	0
"717-74-8"	0.05625	0
"94-86-0"	0	1
"102-71-6"	1	0
"78-40-0"	0.0192644483362522	0
"123-17-1"	0.0192644483362522	0
"78587-05-0"	0.0776699029126214	1
"95-32-9"	0.12	0
"96-76-4"	0.05625	0
"123-01-3"	0.05625	0
"56070-16-7"	0.0712328767123288	0
"110-97-4"	0.0192644483362522	0
"91-62-3"	0.05625	0
"104-51-8"	0.05625	0
"129630-19-9"	0.0712328767123288	1
"1076-97-7"	0.0712328767123288	0
"110-33-8"	0.0712328767123288	0
"120-65-0"	0.0588235294117647	0
"109-86-4"	0.0192644483362522	0
"110-44-1"	0.0192644483362522	0
"579-66-8"	0.05625	0
"NOCAS_48166"	0.0776699029126214	0
"122836-35-5"	0.0712328767123288	0
"120-83-2"	0.0192644483362522	1
"55179-31-2"	0	0
"83-56-7"	0.0712328767123288	0
"108-87-2"	0.0192644483362522	0
"111-69-3"	0.0712328767123288	0
"3380-34-5"	0.0776699029126214	0
"962-58-3"	1	0
"100-97-0"	0.0192644483362522	0
"239110-15-7"	0.0630914826498423	0
"69377-81-7"	0.0630914826498423	0
"79902-63-9"	0.0269541778975741	1
"732-26-3"	0.0630914826498423	0
"81777-89-1"	0.0630914826498423	1
"550-44-7"	0.0630914826498423	0
"199119-58-9"	0.0630914826498423	0
"64700-56-7"	0	0
"2144-53-8"	0.0269541778975741	0
"188489-07-8"	0.8	0
"1939-36-2"	0.0269541778975741	0
"2761-24-2"	0.0269541778975741	0
"10482-56-1"	0.0269541778975741	0
"111-43-3"	0.0269541778975741	0
"NOCAS_47381"	0.2	0
"446-72-0"	0.05	0
"90-04-0"	0.0588235294117647	0
"80844-07-1"	0	0
"180084-01-9"	0.0777777777777778	0
"79-44-7"	0.0269541778975741	0
"175178-82-2"	0	0
"5394-36-5"	0.0269541778975741	0
"145701-21-9"	0.0630914826498423	0
"94-80-4"	0.0630914826498423	1
"13254-34-7"	0.0269541778975741	0
"527680-56-4"	0.0777777777777778	0
"42978-66-5"	0.0269541778975741	0
"789-02-6"	0	0
"57-14-7"	0.0269541778975741	0
"111-40-0"	0.0269541778975741	0
"104-40-5"	0	0
"2481-94-9"	0	1
"144550-36-7"	0.0630914826498423	0
"108-03-2"	0.0269541778975741	0
"80-27-3"	0.0269541778975741	0
"58430-94-7"	0.0269541778975741	0
"112529-15-4"	0.05	0
"158081-99-3"	1	0
"112-25-4"	0.0269541778975741	0
"112-42-5"	0.0269541778975741	0
"77-89-4"	0.0269541778975741	0
"950-37-8"	0.0269541778975741	0
"103-33-3"	0	1
"120-47-8"	0.0630914826498423	1
"89-04-3"	0.0630914826498423	0
"110-15-6"	0.0269541778975741	0
"4574-04-3"	0.0269541778975741	0
"27314-13-2"	0.0630914826498423	1
"142-08-5"	0.0269541778975741	0
"74115-24-5"	0	0
"4437-85-8"	0.0269541778975741	0
"5850-86-2"	0.0777777777777778	0
"186392-65-4"	1	0
"124-07-2"	0.0269541778975741	0
"533-23-3"	0.0630914826498423	0
"742693-38-5"	0.05	0
"16079-88-2"	0.0269541778975741	0
"150-13-0"	0.0630914826498423	0
"2588-04-7"	0.0269541778975741	0
"14938-35-3"	0	1
"496-72-0"	0.0588235294117647	1
"571-58-4"	0	0
"126-14-7"	0.0269541778975741	0
"115-18-4"	0.0269541778975741	0
"552-30-7"	0.0630914826498423	0
"124-13-0"	0.0269541778975741	0
"85264-33-1"	1	0
"52645-53-1"	0.0714285714285714	1
"82469-79-2"	0.0269541778975741	0
"2110-18-1"	1	1
"73-22-3"	0.0269541778975741	0
"80-54-6"	0.0630914826498423	0
"58-14-0"	0.96551724137931	0
"17321-47-0"	0.0269541778975741	0
"533-74-4"	0.0269541778975741	0
"120-56-9"	0.0777777777777778	0
"99-63-8"	0.0630914826498423	0
"5877-42-9"	0.0269541778975741	0
"149979-41-9"	0.0269541778975741	0
"95-63-6"	0	0
"142-87-0"	0.0269541778975741	0
"2694-54-4"	0.0630914826498423	0
"3068-00-6"	0.0269541778975741	0
"131-70-4"	0.0630914826498423	0
"87-13-8"	0.0269541778975741	0
"107-54-0"	0.0269541778975741	0
"3524-68-3"	0.0269541778975741	0
"93-92-5"	0.0269541778975741	0
"130-15-4"	0.2	0
"56-81-5"	0.0269541778975741	0
"92-04-6"	1	0
"111-96-6"	0.0269541778975741	0
"2164-17-2"	0.0630914826498423	0
"24851-98-7"	0.0269541778975741	1
"826-62-0"	0.0269541778975741	0
"111-90-0"	0.0269541778975741	0
"95-56-7"	0.0588235294117647	0
"2550-40-5"	0.0269541778975741	0
"1189-08-8"	0.0269541778975741	0
"131807-57-3"	0.0777777777777778	0
"123-35-3"	0.0269541778975741	0
"NOCAS_47353"	0.0777777777777778	0
"72178-02-0"	0.0630914826498423	0
"111-20-6"	0.0269541778975741	0
"1034-01-1"	0.0630914826498423	0
"113734-18-2"	0.0630914826498423	0
"150-68-5"	0.0630914826498423	0
"300-76-5"	0.0269541778975741	0
"95-80-7"	0.0588235294117647	0
"109-78-4"	0.0269541778975741	0
"551-93-9"	0.0630914826498423	0
"647-42-7"	0.0269541778975741	0
"88-12-0"	0.0269541778975741	0
"58654-67-4"	0.0269541778975741	0
"111-62-6"	0.0269541778975741	0
"298-04-4"	0.0269541778975741	0
"103-24-2"	0.0269541778975741	0
"100-37-8"	0.0269541778975741	0
"99-76-3"	0.0630914826498423	1
"67564-91-4"	0	0
"80-48-8"	0.0630914826498423	0
"627-30-5"	0.0269541778975741	0
"542-92-7"	0.0269541778975741	0
"824-78-2"	0.0630914826498423	0
"2212-67-1"	0.0269541778975741	1
"NOCAS_47333"	0.0777777777777778	0
"1806-26-4"	0	0
"3033-77-0"	0.0269541778975741	0
"140-95-4"	0.0269541778975741	0
"94-46-2"	0.0269541778975741	0
"135-19-3"	0.0269541778975741	1
"25956-17-6"	0.0630914826498423	0
"193-39-5"	0	0
"141-91-3"	0.0269541778975741	0
"178928-70-6"	0.2	0
"123-31-9"	1	1
"82640-04-8"	0.0777777777777778	0
"95-69-2"	1	0
"67485-29-4"	0.0630914826498423	0
"10022-28-3"	0.0269541778975741	0
"51630-58-1"	0.0777777777777778	0
"93-56-1"	0.0269541778975741	0
"126-07-8"	0.0630914826498423	0
"6734-80-1"	0.0269541778975741	0
"29091-21-2"	0.0630914826498423	0
"95-83-0"	0.96551724137931	0
"298-00-0"	1	1
"591-12-8"	0.0269541778975741	0
"460081-99-6"	0.0777777777777778	1
"117-80-6"	0.0630914826498423	0
"171866-31-2"	0.05	1
"13292-46-1"	0.8	0
"25311-71-1"	1	0
"6610-29-3"	0.0269541778975741	0
"2031-67-6"	0.0269541778975741	0
"121-39-1"	0.0269541778975741	0
"155990-20-8"	0.0777777777777778	0
"67-71-0"	0.0269541778975741	0
"131-57-7"	0.05	1
"110-85-0"	0.0306666666666667	0
"123-33-1"	0.0306666666666667	0
"1007-28-9"	0.04	1
"119-47-1"	0.0471698113207547	0
"24683-00-9"	0.04	0
"42509-80-8"	0.916666666666667	1
"3634-83-1"	0.0344827586206897	0
"121552-61-2"	0.916666666666667	0
"486-66-8"	0.0344827586206897	1
"112410-23-8"	0.0471698113207547	0
"1120-21-4"	0.0306666666666667	0
"1747-60-0"	0.04	1
"84-61-7"	0.0344827586206897	0
"2402-78-0"	0.04	0
"94-13-3"	0.0344827586206897	0
"90-12-0"	0.0306666666666667	0
"106-32-1"	0.0306666666666667	0
"116-06-3"	0.0306666666666667	0
"95-14-7"	0.0306666666666667	0
"7540-51-4"	0.0306666666666667	0
"2795-39-3"	0.0306666666666667	0
"106-22-9"	0.0306666666666667	0
"49562-28-9"	1	0
"98-86-2"	0.0306666666666667	0
"14371-10-9"	0.0306666666666667	0
"16356-11-9"	0.0306666666666667	0
"612-82-8"	0.916666666666667	1
"99-08-1"	0.0471698113207547	0
"759-94-4"	0.0306666666666667	0
"1139-30-6"	0.0306666666666667	0
"67786-14-5"	0.0344827586206897	0
"7287-19-6"	0.916666666666667	1
"NOCAS_47383"	0.0344827586206897	0
"3064-70-8"	0.0306666666666667	0
"626-39-1"	0.0810810810810811	0
"123-92-2"	0.0306666666666667	0
"50892-23-4"	0.0344827586206897	0
"174185-16-1"	0.06	0
"96182-53-5"	0	0
"25057-89-0"	0.06	0
"110-42-9"	0.0306666666666667	0
"744-45-6"	1	1
"105-54-4"	0.0306666666666667	0
"93-02-7"	0.06	0
"6358-53-8"	0.06	1
"79277-27-3"	0.0344827586206897	0
"7779-27-3"	0.0306666666666667	0
"123-02-4"	0.0306666666666667	0
"120-71-8"	0.04	0
"137-26-8"	0.0306666666666667	0
"146011-65-6"	0.0471698113207547	0
"565-80-0"	0.0306666666666667	0
"5333-42-6"	0.0306666666666667	0
"1214-39-7"	0.04	1
"112-14-1"	0.0306666666666667	0
"104-43-8"	0.0810810810810811	0
"129-00-0"	0.0306666666666667	1
"873-32-5"	0.0810810810810811	0
"402910-27-4"	0.0344827586206897	0
"125116-23-6"	0.8	0
"61949-77-7"	0.0471698113207547	0
"210826-40-7"	0.0344827586206897	1
"874-90-8"	0.04	0
"57-63-6"	0.0471698113207547	0
"2499-95-8"	0.0306666666666667	0
"96-48-0"	0.0306666666666667	0
"17420-30-3"	0.0471698113207547	0
"121-79-9"	0.0344827586206897	0
"3147-75-9"	0.0471698113207547	0
"3383-96-8"	0	0
"70630-17-0"	0.0344827586206897	0
"512-42-5"	0.0306666666666667	0
"95-94-3"	0.0810810810810811	0
"100-54-9"	0.0306666666666667	0
"112-63-0"	0.0306666666666667	0
"135080-03-4"	0.0344827586206897	0
"60-56-0"	0.0306666666666667	0
"635-22-3"	0.0471698113207547	0
"1929-77-7"	0.0306666666666667	0
"501027-49-2"	0.0344827586206897	1
"63612-50-0"	0.0344827586206897	0
"1672-46-4"	0.0306666666666667	0
"1897-45-6"	0.0810810810810811	0
"85721-33-1"	0.0344827586206897	0
"119-36-8"	0.0344827586206897	0
"2445-77-4"	0.0306666666666667	0
"1879-09-0"	0.0471698113207547	0
"55406-53-6"	0.0306666666666667	0
"123-11-5"	1	0
"123-56-8"	0.0306666666666667	0
"56-72-4"	0.06	1
"96-70-8"	0.0471698113207547	0
"98-06-6"	0.0306666666666667	0
"271-89-6"	0.0306666666666667	0
"134605-64-4"	0.0344827586206897	0
"1031-07-8"	0.0306666666666667	1
"930-55-2"	0.0306666666666667	0
"1861-32-1"	0.0344827586206897	1
"90982-32-4"	0.0344827586206897	0
"763-32-6"	0.0306666666666667	0
"108-91-8"	0.0306666666666667	0
"64091-91-4"	0.0306666666666667	0
"13183-79-4"	0.0306666666666667	0
"94-75-7"	0	0
"221671-62-1"	0.0666666666666667	0
"22839-47-0"	0.0306666666666667	0
"90-43-7"	0.0471698113207547	1
"2386-87-0"	0.0306666666666667	0
"4584-49-0"	0.0306666666666667	0
"147-81-9"	0.0306666666666667	0
"756-79-6"	0.0306666666666667	0
"72490-01-8"	0.0344827586206897	0
"94-96-2"	0.0306666666666667	0
"147526-32-7"	0.0666666666666667	0
"50-29-3"	0.0810810810810811	0
"59227-89-3"	0.0306666666666667	0
"68-96-2"	0.0306666666666667	0
"478263-98-8"	0.0344827586206897	0
"141-22-0"	0.0306666666666667	0
"105512-06-9"	0.0471698113207547	1
"638-07-3"	0.0306666666666667	0
"15046-75-0"	0.0344827586206897	0
"7378-99-6"	0.0306666666666667	1
"124-09-4"	0.0306666666666667	0
"5234-68-4"	0.0306666666666667	1
