"","x"
"3737-41-5",0.000136505179803734
"1191-50-0",0.00113400862041587
"111991-09-4",0.0372246126538457
"26172-55-4",0.000320626334535642
"110-91-8",0.000683532762229051
"6385-62-2",0.00441464768058431
"124-09-4",0.00631353720988036
"30560-19-1",0.00509500689802579
"1135-66-6",0.0212840733638399
"124-03-8",0.00278978960318888
"4151-50-2",0.00556004408336621
"27955-94-8",0.257741589324727
"86-98-6",0.126410453233609
"83834-59-7",0.00529033151267819
"52663-68-0",0.00418513280836796
"616-47-7",0.00506905359413043
"2043-57-4",0.0174108506232876
"123-56-8",0.00255025481614416
"111-34-2",0.00802244605381264
"104-87-0",0.00405706389912049
"51-24-1",0.0619871545079801
"107-92-6",0.00217513574810892
"121-14-2",0.0429963942543031
"14351-66-7",0.105094829920095
"20018-09-1",0.00203562768818858
"12427-38-2",0.0031335235161854
"69377-81-7",0.311738307205914
"107-51-7",0.00288835069114911
"NOCAS_47333",0.000832924284226418
"84-15-1",0.126865552182595
"103-26-4",0.0253271242229722
"2409-55-4",0.0170864120682071
"872-50-4",0.000929953582201666
"140-49-8",0.00434423552180134
"126-73-8",0.0289367266608831
"7779-27-3",0.0065703329848016
"97-86-9",0.00495349016278343
"175178-82-2",0.97308747461095
"NOCAS_47379",0.00386795309431312
"5949-05-3",0.00169127072069954
"104-67-6",0.0515079924377189
"58430-94-7",0.00529371025076533
"463-40-1",0.00671436434754641
"5902-51-2",0.0682329821678315
"111-14-8",0.0216370383715456
"102-76-1",0.00995386952153392
"80-48-8",0.209381260959437
"108-03-2",0.00277898332920723
"23726-91-2",0.00791176290808927
"NOCAS_47346",0.177221595583364
"58-14-0",0.995178841525123
"4422-95-1",0.0561954442177567
"104-82-5",0.00333041435162674
"100-01-6",0.0643872629355516
"NOCAS_48509",0.0543321540613085
"101-54-2",0.946390994029885
"90325-47-6",0.00658385883384871
"184653-84-7",0.513121170445019
"108-91-8",0.00509987967254139
"33228-45-4",0.195175200925405
"105-90-8",0.00820177059107193
"57-13-6",0.0754389727506336
"15619-48-4",0.00264870754348984
"577-11-7",0.000158537873042305
"4107-98-6",0.210977917420817
"1675-54-3",0.0551718653508215
"2058-94-8",0.00226917639836644
"60168-88-9",0.0484164234432687
"131-52-2",0.135143313358341
"553-70-8",0.0346350196674048
"96-70-8",0.0301693823935753
"73-31-4",0.00840588584201129
"26644-46-2",0.00328325827093389
"75-12-7",0.00582157383797675
"22915-73-7",0.043147758047822
"116-29-0",0.0355338320390932
"53112-28-0",0.5083747090623
"110-42-9",0.00567763319800766
"108-89-4",0.00306626782055477
"643-28-7",0.042568297944202
"728-40-5",0.011082422861305
"647-42-7",0.00438125745001733
"2465-27-2",0.0599826393832154
"111-76-2",0.00681882933781156
"827-21-4",0.0029035767086602
"85-01-8",0.139740066190805
"824-78-2",0.00598808744486898
"821-55-6",0.0111934469281008
"230954-09-3",0.0038852244992191
"79-07-2",0.00349674324693842
"67-71-0",0.000129466178898157
"60207-90-1",0.736487245204898
"134-31-6",0.110501139664754
"1118-92-9",0.00148548016133379
"213464-77-8",0.0412206590260635
"98-02-2",0.00718630808018748
"79-19-6",0.0107258128593236
"96-76-4",0.00745610160252331
"18172-67-3",0.00146550202515155
"26530-20-1",0.00701092872503474
"NOCAS_48514",0.0071738466889961
"NOCAS_48176",0.00616200978635942
"527680-56-4",0.0084734140500551
"75-64-9",0.0384148794974268
"109293-97-2",0.00798273446443606
"62-74-8",0.00139795686222498
"110-65-6",0.036864235712514
"526-73-8",0.000985959284041884
"3173-72-6",0.116141132234677
"104-43-8",0.0454170583543774
"1609-47-8",0.00494534928845837
"142-92-7",0.00528536440850321
"836-30-6",0.114607665030787
"59227-89-3",0.00352104535061063
"6915-15-7",0.00784673654231855
"60-51-5",0.062926335364666
"68392-35-8",0.108703230106236
"94-18-8",0.328303846298659
"51338-27-3",0.367415192976769
"6923-22-4",0.0064301858564866
"110553-27-0",0.203380070734524
"131-55-5",0.04503483418852
"498-81-7",0.0214100265772557
"NOCAS_48518",0.00162515262508182
"40487-42-1",0.0217965808775351
"188489-07-8",0.158457996456071
"3653-48-3",0.0234481138656503
"207736-05-8",0.0253241355103662
"763-29-1",0.00126740250311616
"14765-30-1",0.00680666396850046
"1879-09-0",0.00553758114147391
"301-00-8",0.00641806688863909
"139968-49-3",0.000306162551174759
"678-39-7",0.00565718603344671
"253450-09-8",0.0684755433346257
"756-79-6",0.0029098116352057
"52-86-8",0.118907079811747
"66-71-7",0.220662571632521
"81-07-2",0.0021426267803412
"56-95-1",0.00883164308771086
"609-23-4",0.00337264591480991
"112-70-9",0.00943099154137143
"99129-21-2",0.190201508185395
"72-55-9",0.00647000606322563
"2392-39-4",0.00158504287769388
"5153-25-3",0.0298890873354188
"1120-21-4",0.00148517718244785
"107-41-5",0.00586312841981374
"827-19-0",0.00310085001826214
"50-22-6",0.0649538025039493
"106-24-1",0.0188799326051569
"54-31-9",0.000185579735296492
"142-08-5",0.00226185016741829
"4856-95-5",0.000725295551478357
"623-33-6",0.00120407808473148
"55-98-1",0.00234411302683138
"1752-30-3",0.0164048837187076
"7696-12-0",0.00548106198468515
"493-52-7",0.345620948028855
"591-12-8",0.00228975280730299
"94-75-7",0.0113088756045721
"89-75-8",0.0125151808133056
"102-60-3",0.00818568016511692
"1885-38-7",0.0597814934086929
"1194-65-6",0.0398670191777462
"5116-94-9",0.00129729253254746
"78-63-7",0.0043142704098712
"552-30-7",0.0367488569381854
"78-51-3",0.00109375390942672
"118-71-8",0.00163756600117342
"7173-51-5",0.00770402189404673
"2078-54-8",0.0505705376123832
"2426-54-2",0.000328703736951364
"3025-30-7",0.00797752689631321
"111-42-2",0.00258592290656928
"1156-19-0",0.045162000201383
"3064-70-8",0.0112868145459751
"79622-59-6",0.0178119187198166
"58-86-6",0.0135403865587323
"99-54-7",0.0111035736258193
"102-71-6",0.00916545357090348
"163520-33-0",0.0873751133863743
"122-20-3",0.0229359223090484
"39515-41-8",0.00661250036552098
"742693-38-5",0.00819330497034409
"57-50-1",0.000247810224760688
"29091-21-2",0.0259912172653163
"111-30-8",0.00121569683328711
"10094-34-5",0.0152656551767218
"709-98-8",0.0580276255936006
"291305-06-1",0.0141865690037308
"98-06-6",0.000786857801905437
"96-54-8",0.0103309386321037
"78-69-3",0.00413157016923975
"2386-87-0",0.159962745295478
"55285-14-8",0.0178660644774982
"221671-62-1",0.00522078308380668
"88-85-7",0.167544946220075
"288-88-0",0.00417796617436642
"19660-16-3",0.0169302129424157
"141-66-2",0.00488490992468471
"NOCAS_47377",0.0102951628618386
"205-99-2",0.562590508911899
"120-36-5",0.0259326452900557
"142-19-8",0.00611977553721886
"330-55-2",0.0252601471346227
"15625-89-5",0.00309201736372883
"140-10-3",0.0927720767799354
"331623-06-4",0.232613578905488
"55-18-5",0.0031498620611048
"1861-40-1",0.00355342491229763
"107-46-0",0.000267715017578009
"106-32-1",0.00608542905431381
"628-81-9",0.00124170248758947
"NOCAS_48522",0.000113499077531719
"1489-69-6",0.0037348014534171
"95-53-4",0.0612376137418779
"5103-71-9",0.00197859434951619
"112-60-7",0.0357146205174936
"839-90-7",0.0227195798100699
"60-57-1",0.0240077866663351
"3383-96-8",0.99208885316568
"2114-11-6",0.0019325248851327
"97-00-7",0.00700952361911577
"626-64-2",0.134110235264088
"72490-01-8",0.318382102278677
"5870-93-9",0.00351729013545992
"102-85-2",0.00125012712272465
"462-95-3",0.00336918809456268
"495-18-1",0.0050349217261807
"120-71-8",0.0905477227841643
"73-22-3",0.00701047064945246
"NOCAS_47292",0.00313645348762361
"108-32-7",0.0239243774865688
"72-54-8",0.0101988643571209
"112-35-6",0.030867354569589
"3452-97-9",0.00633307342151046
"79-30-1",0.00484436912933645
"121-54-0",0.0126227477245112
"58-85-5",0.00706171528135609
"6381-77-7",0.00168109885995911
"959-98-8",0.00100052700112562
"80-09-1",0.231570650850212
"140939-17-9",0.00139506813687743
"88-30-2",0.0108948424472766
"586-62-9",0.0131399644382098
"78-46-6",0.00263660712169634
"131807-57-3",0.178552283594736
"95-49-8",0.00189738268770433
"140939-15-7",0.000845689986446241
"117-80-6",0.157815088941766
"123-35-3",0.00268923629080906
"75-07-0",0.00735380349808273
"68157-60-8",0.0309619924970967
"98886-44-3",0.0273448428272203
"112-12-9",0.014377327587424
"821-48-7",0.00193980471209685
"99-08-1",0.0158788528447794
"2432-87-3",0.00307207984645784
"96182-53-5",0.883763712084414
"NOCAS_47383",0.00244856046821175
"110-12-3",0.00333767757732406
"110-97-4",0.00309587325711658
"31482-56-1",0.108446915903157
"107-54-0",0.00744113640111331
"123-11-5",0.0955869635095995
"4584-46-7",0.00454785559191063
"478149-53-0",0.00323315078255725
"1702-17-6",0.00401798978814192
"30516-87-1",0.00600424319565937
"741-58-2",0.0175788368135058
"868-57-5",0.00236161666178654
"3648-21-3",0.0157998791661622
"16672-87-0",0.00771750579903596
"147526-32-7",0.0786868462972112
"27253-33-4",0.0202137274099347
"86479-06-3",0.0294274697525262
"140-56-7",0.00385022406417892
"6422-86-2",0.00208827897411125
"123-96-6",0.0362592818596436
"35554-44-0",0.350600800770487
"124-07-2",0.0255202772309881
"NOCAS_47265",0.00496243878708342
"23386-52-9",0.00301969277993192
"619-73-8",0.00780183806929408
"97322-87-7",0.542426995779634
"5349-51-9",0.090291436089954
"56070-16-7",0.0322518558180689
"57837-19-1",0.00114963056182174
"91-20-3",0.02043958796511
"69806-50-4",0.0329408203326797
"1478-61-1",0.701497030611077
"763-32-6",0.00374488581598271
"10061-01-5",0.000465422034202461
"69-09-0",0.730799413289803
"56-75-7",0.000754296537812477
"298-07-7",0.00387456311661543
"2835-39-4",0.0103329343233056
"99-63-8",0.0317995780756406
"111-11-5",0.00619964992902844
"103-34-4",0.0149342300198365
"3056-17-5",0.0114724970843545
"13676-54-5",0.00940849330519635
"80-54-6",0.00404478840049191
"271-89-6",0.015354231127767
"78-59-1",0.00460164950462045
"55589-62-3",0.000238092251010622
"7747-35-5",0.0151995502509795
"636-21-5",0.0479649038698395
"NOCAS_47305",0.0409444758069904
"1114-71-2",0.00494844479614802
"77-90-7",0.0173903870665561
"2702-72-9",0.00805693980526077
"59669-26-0",0.055495069670412
"16356-11-9",0.00984887191569544
"108-38-3",0.00126306154814355
"2499-95-8",0.00257062415842814
"200940-23-4",0.0421262030715736
"5694-00-8",0.000197231732716459
"6359-82-6",0.114763990991769
"196808-45-4",0.018431912301941
"33956-49-9",0.0373400462609629
"83-32-9",0.313061323023911
"2687-96-9",0.00137533690212653
"109-43-3",0.00209307073674869
"6174-86-3",0.0213167830803575
"95-83-0",0.955028034270915
"5877-42-9",0.0202402889099611
"122008-85-9",0.0806915726329115
"139-88-8",0.00923645507653758
"109-52-4",0.00874242165471671
"109-78-4",0.0117430421475378
"1987-50-4",0.143849256973701
"163515-14-8",0.00141480870894436
"83-56-7",0.784181705787184
"5131-66-8",0.00727980524423427
"95-48-7",0.0977331004089364
"104-40-5",0.0968558021882997
"112-42-5",0.0100657505229836
"2492-26-4",0.128431324926338
"544-76-3",0.00139271318779661
"78-98-8",0.000220374072224237
"1111-78-0",0.0218261006693365
"112-14-1",0.0057658692220656
"3319-31-1",0.000560548031149333
"110-05-4",0.00282897871553088
"6283-25-6",0.0476752460991524
"1897-45-6",0.000134342446692515
"60-33-3",0.00942129860325809
"999-97-3",0.000677031655040498
"123-17-1",0.00205184793530911
"60-12-8",0.042870620773543
"93-56-1",0.019095775402873
"61949-77-7",0.00434849086660335
"1095-90-5",0.00159529589207354
"13048-33-4",0.00136461100438289
"77-89-4",0.0148378413828929
"111-44-4",0.027686382944848
"122836-35-5",0.0442717349936937
"3647-69-6",0.000397404115629184
"112-27-6",0.0190752880050312
"1139-30-6",0.0815686976581751
"51-79-6",0.00154591196683208
"121-79-9",0.0386506259829743
"22248-79-9",0.0192368699193433
"126-00-1",0.0350063717275883
"1067-53-4",0.00538346819864898
"929-59-9",0.0499801830366294
"7212-44-4",0.007434066671795
"10022-28-3",0.0147311697652823
"302-79-4",0.0115402247832946
"3147-75-9",0.328228406335421
"120-82-1",0.0104315429915783
"93-65-2",0.0260540282153166
"58-08-2",0.0174904889921059
"101-61-1",0.161853127314569
"NOCAS_47325",0.137566851163249
"77-83-8",0.0106910978781417
"121-72-2",0.00682413647331947
"19666-30-9",0.2903868954603
"626-39-1",0.0137485511777137
"97-77-8",0.0173536295431194
"93-52-7",0.157244842610359
"10265-92-6",0.00211718526602006
"827-94-1",0.0302299694133185
"99-65-0",0.0288984061799069
"115-28-6",0.0174742500533418
"1873-88-7",0.0470009603054595
"460-00-4",0.0758308955724712
"85721-33-1",0.058153201132846
"147-81-9",0.00285979840931807
"113136-77-9",0.0148988725576902
"307-24-4",0.0206304352659551
"109-86-4",0.00211406879193755
"63-42-3",0.000412102709395779
"648917-13-9",0.442936483293174
"144550-36-7",0.0824617833492669
"124-04-9",0.00613022416605374
"131-70-4",0.00732534410291711
"2761-24-2",0.00489839568873561
"91-67-8",0.00934769805417671
"93-92-5",0.0192913864251465
"3268-49-3",0.00531522449406127
"3424-82-6",0.00575138211689013
"6485-40-1",0.0122320748379045
"104-76-7",0.0100246879820858
"104795-68-8",0.0499392208110979
"10605-21-7",0.0108311413462377
"94-74-6",0.00963051296320039
"26225-79-6",0.492477109352251
"79277-27-3",0.00286464382107869
"29122-68-7",0.0061849459622949
"134002-60-1",0.223035930450767
"141-32-2",0.00116125029079033
"134-62-3",0.00184374053075148
"927-62-8",0.000423629032533824
"51-52-5",0.000496655834242588
"15972-60-8",0.00463598017823036
"84-61-7",0.351375380554438
"93-76-5",0.00161801037825196
"80-26-2",0.00549657531187538
"243973-20-8",0.57886009850119
"824-39-5",0.00517191679290693
"4376-18-5",0.0167297470654832
"69806-40-2",0.238478446223041
"61-73-4",0.00383802331322697
"35958-30-6",0.000287697103305927
"112-53-8",0.0117959712214819
"80-27-3",0.00691216979600623
"55290-64-7",0.00015062321506274
"103-11-7",0.00272825304029589
"91-62-3",0.0825362035652291
"29548-30-9",0.00652762033609656
"75-86-5",0.00596779549155929
"123-25-1",0.0139906292048096
"2491-38-5",0.0838193933624744
"473289-62-2",0.0150286866256264
"178928-70-6",0.0146174311622702
"1934-21-0",0.000709914718655005
"54464-57-2",0.0544967355633359
"112-30-1",0.0162447691069817
"3524-68-3",0.00142714664537406
"57-10-3",0.0132826155167609
"21564-17-0",0.00203829193222022
"103-09-3",0.00638243177136779
"106-30-9",0.00636207274373462
"101-86-0",0.00604339481931127
"150-13-0",0.00590559664217382
"599-79-1",0.0210582729450457
"221246-12-4",0.221507749692263
"33089-61-1",0.113416193600277
"496-11-7",0.022254248168618
"127-19-5",0.00116429387256412
"13292-46-1",0.0155387740856132
"79-57-2",0.0197993546848251
"107-21-1",0.00723256268736882
"6153-64-6",0.0195747775371834
"107-07-3",0.00408890165420227
"110-75-8",0.0147281454071481
"23184-66-9",0.000846086119313855
"64091-91-4",0.00183075699327318
"107-98-2",0.00187966493153118
"158081-99-3",0.334744227116381
"148-24-3",0.124983797193705
"541-73-1",0.00209808223912053
"154-42-7",0.0155045933932212
"109-55-7",0.00301380514851434
"60-01-5",0.0150232533458128
"126-06-7",0.00351620213598136
"174185-16-1",0.0141439531647444
"17418-58-5",0.855493028617948
"103-23-1",0.00814358481806183
"99-66-1",0.0162299014241382
"4574-04-3",0.00119152701942595
"115-32-2",0.00966075439970047
"117-39-5",0.0456090111927567
"106-25-2",0.0188799326051569
"16409-43-1",0.0122075193109672
"88-18-6",0.0202063839533494
"58654-67-4",0.0111911726404051
"626-60-8",0.00103257199537877
"82385-42-0",0.00436946451233571
"22839-47-0",0.00547198141676514
"10416-59-8",0.00956619302071529
"148-79-8",0.0959626345732963
"486-56-6",0.0260761507398282
"94-82-6",0.14458828529701
"16587-71-6",0.0387723379838587
"111-46-6",0.00537204974701736
"52-01-7",0.00797896944875713
"104098-48-8",0.00331473581632418
"617-89-0",0.00227616411430445
"1806-26-4",0.134604989659046
"NOCAS_48166",0.00106545971749503
"65-71-4",0.000541577162368763
"6055-19-2",0.000633026726833818
"88-58-4",0.0236280441844113
"137-66-6",0.00833926081318864
"2680-03-7",0.00188408534291352
"2231-57-4",0.0146775494507641
"33820-53-0",0.00514961519350297
"571-58-4",0.0318453004478086
"36653-82-4",0.0184632980513023
"136-77-6",0.183454233144402
"128-39-2",0.00892668770512342
"55179-31-2",0.314361603995413
"110-62-3",0.00275083193575612
"712-50-5",0.0437830411981252
"528-29-0",0.28452389193531
"105-21-5",0.0203631342284494
"117337-19-6",0.23048379614434
"140-38-5",0.014393131336961
"53-03-2",0.0897495990242633
"105-60-2",0.00631792945566042
"328-84-7",0.00162278404953872
"950-37-8",0.72443790860073
"51707-55-2",0.00501498585003552
"120-65-0",0.0442777062497908
"6610-29-3",0.00100312222540882
"55406-53-6",0.1427914760037
"99-62-7",0.00256926074530046
"1678-91-7",0.000623271842531838
"91-66-7",0.0246157961903387
"791-31-1",0.00143835838840902
"117-84-0",0.0301605895546444
"3068-00-6",0.020419802110085
"133-07-3",0.0338322020300593
"10081-67-1",0.0534757955431799
"5977-14-0",0.00145218855197526
"470-90-6",0.0336208588713059
"14371-10-9",0.0993756190518989
"NOCAS_47328",0.251482721312514
"622-45-7",0.0068366517220611
"149-30-4",0.0277675947994946
"762-04-9",0.00101755806147801
"123-77-3",0.0209178143804692
"177785-47-6",0.00336224155846069
"156-10-5",0.748516153729906
"194098-25-4",0.0124889693540682
"138261-41-3",0.00292084533546563
"50-29-3",0.00238865648035584
"6728-26-3",0.0047110862947494
"57-06-7",0.000345411791184924
"98-95-3",0.00963749892988961
"34451-19-9",0.00233422832039369
"534-52-1",0.239174569023679
"122-62-3",0.00149240061773221
"159138-81-5",0.00108626448822838
"129-06-6",0.051064759657644
"NOCAS_47342",0.59434855926097
